iso,glottocode,language_name,glotto_level,macroarea,latitude,longitude,dist2ocean,dist2lakes,dist2rivers,dist2water,climate_PC1,climate_PC2,log_popSize,altitude,longitude_original,family_code,family
drq,dura1244,Dura,language,Eurasia,28.173,84.435,753263,5752,4283,4283,0.308,-1.37,0,1078,84.435,sino1245,Sino-Tibetan
dzl,dzal1238,Dzalakha,language,Eurasia,27.7855,91.374,577847,19027,58656,19027,-6.117,-2.162,9.999,2894,91.374,sino1245,Sino-Tibetan
dzo,dzon1239,Dzongkha,language,Eurasia,27.410786,89.581604,536254,12683,5654,5654,-4.291,-2.496,11.983,2479,89.581604,sino1245,Sino-Tibetan
eky,east2342,Eastern Kayah,language,Eurasia,19.8939,98.3359,312039,48419,46140,46140,-1.523,0.902,8.987,1117,98.3359,sino1245,Sino-Tibetan
ggn,east2345,Eastern Gurung,dialect,Eurasia,28.4368,84.58145,772028,7225,23956,7225,-6.917,-3.916,12.333,4585,84.58145,sino1245,Sino-Tibetan
tge,east2346,Eastern Gorkha Tamang,language,Eurasia,28.2213,84.9451,734648,17508,5744,5744,-4.193,-2.108,8.289,2241,84.9451,sino1245,Sino-Tibetan
taj,east2347,Eastern Tamang,language,Eurasia,27.3239,87.0832,564614,35960,9092,9092,-1.807,-2.743,13.981,1586,87.0832,sino1245,Sino-Tibetan
nos,east2349,Eastern Nisu,language,Eurasia,23.9843,102.694,517309,14699,75727,14699,-2.077,0.129,11.225,1583,102.694,sino1245,Sino-Tibetan
mgp,east2352,Eastern Magar,language,Eurasia,27.4135166667,87.06171,574631,26388,11115,11115,-0.744,-1.442,13.043,1927,87.06171,sino1245,Sino-Tibetan
kif,east2354,Eastern Parbate Kham,language,Eurasia,28.5259,82.9523,860028,10156,22928,10156,-4.807,-2.879,8.923,3369,82.9523,sino1245,Sino-Tibetan
emg,east2357,Eastern Meohang,language,Eurasia,27.5103,87.1134,582808,22988,5905,5905,-1.298,-2.799,0,2234,87.1134,sino1245,Sino-Tibetan
yit,east2696,Eastern Lalu,language,Eurasia,23.585,101.546,595001,8646,116360,8646,-1.583,0.269,10.545,1189,101.546,sino1245,Sino-Tibetan
enu,enuu1235,Enu,language,Eurasia,22.95,101.85,538641,8877,90014,8877,-1.219,-0.876,10.309,1335,101.85,sino1245,Sino-Tibetan
ers,ersu1241,Ersu,language,Eurasia,29.2867,102.213,1006831,8896,67361,8896,-3.864,-1.099,9.903,2024,102.213,sino1245,Sino-Tibetan
cfm,fala1243,Falam Chin,language,Eurasia,23.7892833333,92.3254633333,141149,54018,86351,54018,0.782,-0.103,11.142,364,92.3254633333,sino1245,Sino-Tibetan
nsf,farn1234,Far Northwestern Nisu,language,Eurasia,25.646902,99.684187,859498,20249,38471,20249,-3.086,-1.251,10.086,2188,99.684187,sino1245,Sino-Tibetan
bfu,gahr1239,Bunan,language,Eurasia,32.2168,77.9596,1099280,43716,5813,5813,-7.78,-4.521,8.294,4909,77.9596,sino1245,Sino-Tibetan
adl,galo1242,Galo,language,Eurasia,27.749,96.311,724388,16307,3918,3918,1.135,-1.245,10.309,431,96.311,sino1245,Sino-Tibetan
kgj,gama1251,Gamale Kham,language,Eurasia,28.411,82.6749,864134,26041,20796,20796,-2.876,-1.509,9.48,2417,82.6749,sino1245,Sino-Tibetan
gan,ganc1239,Gan Chinese,language,Eurasia,27.9896,115.166,460877,5596,13646,5596,-2.719,-0.19,16.841,62,115.166,sino1245,Sino-Tibetan
gnb,gang1266,Gangte,language,Eurasia,24.5113,94.1681,314416,32069,57134,32069,-0.885,-0.749,9.582,1048,94.1681,sino1245,Sino-Tibetan
grt,garo1247,Garo,language,Eurasia,25.2954,90.462,304495,15433,21518,15433,1.349,0.078,13.698,94,90.462,sino1245,Sino-Tibetan
kvq,geba1237,Geba Karen,language,Eurasia,19.4991,96.9492,244623,25676,62894,25676,-1.816,0.555,10.597,1257,96.9492,sino1245,Sino-Tibetan
ghk,geko1235,Geko Karen,language,Eurasia,19.6741,96.5308,250251,18312,109627,18312,-1.189,1.394,9.741,647,96.5308,sino1245,Sino-Tibetan
ygp,gepo1234,Gepo,language,Eurasia,25.7,102.5,660968,14003,52872,14003,-3.124,-0.673,11.513,2006,102.5,sino1245,Sino-Tibetan
goe,gong1251,Gongduk,language,Eurasia,27.066,91.1686,497922,21654,9312,9312,0.843,-1.601,7.601,971,91.1686,sino1245,Sino-Tibetan
gro,grom1238,Groma,language,Eurasia,27.6089,88.8541,558626,1181,68640,1181,-7.61,-3.698,9.457,4560,88.8541,sino1245,Sino-Tibetan
jiq,guan1266,Khroskyabs,language,Eurasia,31.5655,101.928,1239707,15623,152688,15623,-6.581,-2.8,10.82,3720,101.928,sino1245,Sino-Tibetan
gqi,guiq1238,Guiqiong,language,Eurasia,30.4803,102.128,1124710,19274,108706,19274,-5.097,-2.007,8.7,2837,102.128,sino1245,Sino-Tibetan
gvr,guru1261,Gurung,language,Eurasia,27.41687,86.28988,602539,19888,17159,17159,-1.584,-1.465,11.736,1781,86.28988,sino1245,Sino-Tibetan
cnh,haka1240,Haka Chin,language,Eurasia,22.8735,92.8208,98412,48755,84784,48755,1.149,-1.129,11.513,935,92.8208,sino1245,Sino-Tibetan
hak,hakk1236,Hakka Chinese,language,Eurasia,25,116,170883,9730,52545,9730,-1.67,-0.26,17.062,409,116,sino1245,Sino-Tibetan
hni,hani1248,Hani,language,Eurasia,22.67753,102.851673333,431878,5678,59615,5678,-0.938,0.065,13.514,1305,102.851673333,sino1245,Sino-Tibetan
scp,hela1238,Lamjung-Melamchi Yolmo,language,Eurasia,27.9212,85.6289,677098,25380,6655,6655,-1.28,-2.157,8.292,2177,85.6289,sino1245,Sino-Tibetan
yhl,hlep1236,Hlepho Phowa,language,Eurasia,23.591,103.733,407280,4643,94293,4643,-2.399,-0.633,10.491,1641,103.733,sino1245,Sino-Tibetan
hle,hler1235,Hlersu,language,Eurasia,24.4,101.4,651906,30898,75466,30898,-1.967,0.501,9.616,1081,101.4,sino1245,Sino-Tibetan
hmr,hmar1241,Hmar,language,Eurasia,24.7534,93.5497,293345,32782,49610,32782,0.03,-0.141,11.331,890,93.5497,sino1245,Sino-Tibetan
how,honi1244,Honi,language,Eurasia,23.2074,101.886,545949,5492,78104,5492,-1.255,-0.174,11.849,1424,101.886,sino1245,Sino-Tibetan
ero,horp1239,Horpa,language,Eurasia,31.1026,101.72,1203986,8460,165469,8460,-6.998,-3.608,10.714,4196,101.72,sino1245,Sino-Tibetan
hpo,hpon1238,Hpon,language,Eurasia,24.4606,97.1142,570198,16966,2066,2066,-0.468,0.922,5.298,435,97.1142,sino1245,Sino-Tibetan
hra,hran1239,Hrangkhol,language,Eurasia,24.4559,93.351,254812,39034,47714,39034,0.303,0.059,9.836,326,93.351,sino1245,Sino-Tibetan
czh,huiz1242,Hui Chinese,language,Eurasia,29.7646,118.232,253581,7525,7525,7525,-2.841,-1.126,15.342,147,118.232,sino1245,Sino-Tibetan
hut,huml1238,Humla,language,Eurasia,30.1451,81.5659,1083815,15126,36790,15126,-5.899,-3.839,8.294,4975,81.5659,sino1245,Sino-Tibetan
clk,idum1241,Idu,language,Eurasia,29.4473,95.6472,848101,9642,20635,9642,-4.064,-1.581,9.306,2094,95.6472,sino1245,Sino-Tibetan
int,inth1238,Intha-Danu,language,Eurasia,20.392,96.9388,323463,1407,105703,1407,-1.308,0.746,11.408,926,96.9388,sino1245,Sino-Tibetan
jda,jadd1243,Jad,language,Eurasia,30.241,79.153,1027173,52715,49712,49712,-2.492,-1.796,5.704,2045,79.153,sino1245,Sino-Tibetan
jna,jang1254,Jangshung,language,Eurasia,31.5666,78.4344,1074759,23853,20399,20399,-6.239,-3.879,7.596,3297,78.4344,sino1245,Sino-Tibetan
jee,jeru1240,Jerung,language,Eurasia,27.1741,86.2547,578051,15510,9928,9928,-1.679,-0.271,7.601,1281,86.2547,sino1245,Sino-Tibetan
cjy,jiny1235,Jinyu Chinese,language,Eurasia,38.8284,111.278,550550,24864,17464,17464,-7.581,-1.299,17.622,1293,111.278,sino1245,Sino-Tibetan
jul,jire1238,Jirel,language,Eurasia,27.6931,86.3201,630944,17810,35130,17810,-3.168,-3.041,8.864,3018,86.3201,sino1245,Sino-Tibetan
xac,kach1279,Kachari,language,Eurasia,26.6882,92.317,457805,32779,13846,13846,0.135,0.723,10.985,86,92.317,sino1245,Sino-Tibetan
kac,kach1280,Jinghpaw,language,Eurasia,25.4634,97.3278,636536,25611,13510,13510,0.383,0.396,13.71,154,97.3278,sino1245,Sino-Tibetan
ktp,kadu1253,Kaduo,language,Eurasia,22.2996,101.74,517879,43308,91008,43308,-0.95,-0.807,12.101,1017,101.74,sino1245,Sino-Tibetan
syw,kaga1252,Kagate,language,Eurasia,27.4492,86.1675,609694,18335,5295,5295,-1.747,-1.817,7.313,1571,86.1675,sino1245,Sino-Tibetan
kzq,kaik1246,Kaike,language,Eurasia,28.853,83.1384,881878,11195,27905,11195,-5.845,-3.669,7.601,4592,83.1384,sino1245,Sino-Tibetan
kkf,kala1376,Kalaktang Monpa,language,Eurasia,27.073067,92.142965,499191,33002,19205,19205,-1.32,-1.201,8.987,1757,92.142965,sino1245,Sino-Tibetan
xns,kana1283,Kanashi,language,Eurasia,32.2843,77.1553,1059469,14506,8143,8143,-5.544,-3.486,7.244,2778,77.1553,sino1245,Sino-Tibetan
mjw,karb1241,Hills Karbi,language,Eurasia,25.7317,93.0462,368296,27994,70427,27994,-0.712,0.92,12.948,155,93.0462,sino1245,Sino-Tibetan
ykt,kath1251,Thou-Kathu,language,Eurasia,24.2,105.1,374510,11915,79818,11915,-2.165,-0.087,8.517,1091,105.1,sino1245,Sino-Tibetan
kaf,kats1235,Katso,language,Eurasia,24.6,102.4,582929,3079,32738,3079,-2.68,-0.656,8.294,2148,102.4,sino1245,Sino-Tibetan
pdu,kaya1315,Kayan Lahwi,language,Eurasia,19.5183,97.4138,247548,13991,16587,13991,-0.829,1.957,11.798,721,97.4138,sino1245,Sino-Tibetan
klr,khal1275,Khaling,language,Eurasia,27.3912,87.5053,557776,24145,19884,19884,-1.113,-1.775,9.798,2567,87.5053,sino1245,Sino-Tibetan
khg,kham1282,Khams Tibetan,language,Eurasia,31.9313,91.7062,1037281,5151,164865,5151,-8.751,-3.527,14.138,4766,91.7062,sino1245,Sino-Tibetan
kbg,kham1283,Khamba,language,Eurasia,28.731,95.236,759187,19533,16725,16725,-4.229,-2.046,7.193,2185,95.236,sino1245,Sino-Tibetan
kfw,khar1288,Kharam Naga,language,Eurasia,26.1488,87.9173,414157,5978,5692,5692,0.565,0.804,7.244,50,87.9173,sino1245,Sino-Tibetan
xkf,khen1241,Khengkha,language,Eurasia,27.0879,90.8633,500326,39605,31235,31235,-2.36,-2.232,10.82,1410,90.8633,sino1245,Sino-Tibetan
nkh,khez1235,Khezha Naga,language,Eurasia,25.7078,94.3114,423977,54794,96345,54794,-1.215,-0.999,10.616,1081,94.3114,sino1245,Sino-Tibetan
kix,khia1236,Khiamniungan Naga,language,Eurasia,26.2072,95.1618,519894,78153,44843,44843,-1.861,-2.12,10.54,1666,95.1618,sino1245,Sino-Tibetan
ykl,khlu1236,Khlula,language,Eurasia,23.1,104.45,316329,4843,59282,4843,-1.547,-0.48,9.952,1290,104.45,sino1245,Sino-Tibetan
nkb,khoi1251,Khoibu,language,Eurasia,24.2041,94.1345,289741,38241,48185,38241,-0.478,-0.397,10.15,779,94.1345,sino1245,Sino-Tibetan
cnk,khum1248,Khumi Chin,language,Eurasia,22.87125,92.9894633333,114784,61509,100278,61509,0.769,-0.546,11.002,828,92.9894633333,sino1245,Sino-Tibetan
kfk,kinn1249,Kinnauri,language,Eurasia,31.3688,78.3148,1051051,2911,2911,2911,-6.131,-4.115,11.084,4390,78.3148,sino1245,Sino-Tibetan
kdq,koch1250,Koch,language,Eurasia,25.7962,90.2566,360107,36559,19390,19390,1.423,-0.362,10.309,157,90.2566,sino1245,Sino-Tibetan
kkt,koii1238,Koi,language,Eurasia,27.1941,86.8531,560289,46241,13820,13820,-1.756,-1.887,7.879,1709,86.8531,sino1245,Sino-Tibetan
nkd,koir1240,Koireng,language,Eurasia,25.2857,94.2141,380693,60907,78087,60907,-1.663,-1.273,8.006,1396,94.2141,sino1245,Sino-Tibetan
trp,kokb1239,Kok Borok,language,Eurasia,23.1916,91.4673,69485,10682,17089,10682,1.233,0.266,13.564,22,91.4673,sino1245,Sino-Tibetan
kmm,komi1270,Kom (India),language,Eurasia,24.8688,94.534,368499,60340,26773,26773,-0.988,-0.453,9.596,858,94.534,sino1245,Sino-Tibetan
nbe,kony1248,Konyak Naga,language,Eurasia,26.6823,95.0598,555310,40944,60521,40944,0.082,-0.876,12.421,939,95.0598,sino1245,Sino-Tibetan
jkr,koro1316,Koro,language,Eurasia,26.6,92.8,455074,4613,4613,4613,0.058,0.696,7.313,71,92.8,sino1245,Sino-Tibetan
yku,kuam1234,Kuamasi,language,Eurasia,26.35,103.33,669470,6831,27875,6831,-3.849,-1.551,6.908,2585,103.33,sino1245,Sino-Tibetan
ykn,kuan1249,Kua-nsi,language,Eurasia,26.45,103.33,678931,7414,24799,7414,-3.808,-1.333,8.517,2374,103.33,sino1245,Sino-Tibetan
lkc,kuco1235,Kucong,language,Eurasia,22.26,101.25,556350,28742,48622,28742,-1.14,0.114,8.835,1343,101.25,sino1245,Sino-Tibetan
kle,kulu1253,Kulung (Nepal),language,Eurasia,27.1606,87.5717,531423,38235,9657,9657,-1.184,-0.179,9.836,982,87.5717,sino1245,Sino-Tibetan
xkz,kurt1248,Kurtokha,language,Eurasia,27.5365,90.9822,550164,38630,64483,38630,-5.8,-2.363,9.616,3478,90.9822,sino1245,Sino-Tibetan
ght,kuta1241,Kutang Ghale,language,Eurasia,28.3808,84.93,751227,14976,17914,14976,-4.931,-2.114,7.17,2654,84.93,sino1245,Sino-Tibetan
kgy,kyer1238,Kyerung,language,Eurasia,28.2922,85.4257,722689,16245,17803,16245,-6.152,-3.136,4.605,3415,85.4257,sino1245,Sino-Tibetan
ypb,labo1243,Labo Phowa,language,Eurasia,23.591,103.733,407280,4643,94293,4643,-2.399,-0.633,9.741,1685,103.733,sino1245,Sino-Tibetan
lbj,lada1244,Leh-Kenhat,language,Eurasia,33.468,80.6013,1367851,6756,112515,6756,-9.813,-3.551,11.562,4899,80.6013,sino1245,Sino-Tibetan
lgh,lagh1245,Laghuu,language,Eurasia,22.2674,103.929,312062,27096,21141,21141,-0.658,-1.127,5.704,1462,103.929,sino1245,Sino-Tibetan
lhi,lahu1252,Lahu Shi,language,Eurasia,21.2078,100.97,527817,37592,76088,37592,-1.066,-0.327,11.67,1581,100.97,sino1245,Sino-Tibetan
lhu,lahu1253,Lahu,language,Eurasia,21.2701,100.214,542508,34796,76871,34796,-1.281,0.181,12.543,1328,100.214,sino1245,Sino-Tibetan
lkh,lakh1240,Lakha,language,Eurasia,27.6325,90.3336,563171,51844,43181,43181,-5.654,-2.448,8.987,3840,90.3336,sino1245,Sino-Tibetan
lmk,lamk1238,Lamkang,language,Eurasia,24.1523,94.2706,297359,46069,33286,33286,0.404,0.72,9.21,276,94.2706,sino1245,Sino-Tibetan
llh,lamu1257,Lamu,language,Eurasia,25.8,100.15,843520,5197,26477,5197,-2.917,-0.958,4.787,2248,100.15,sino1245,Sino-Tibetan
lwm,laom1237,Laomian,language,Eurasia,20.8542,99.9862,491433,50250,36854,36854,-0.46,1.706,7.378,585,99.9862,sino1245,Sino-Tibetan
lsi,lash1243,Lashi,language,Eurasia,26.0992,98.5481,777733,55208,42781,42781,-2.77,-1.983,10.309,1922,98.5481,sino1245,Sino-Tibetan
lwu,lawu1238,Lawu,language,Eurasia,24.133878,101.498795,627972,10396,102909,10396,-2.373,-0.548,3.912,1784,101.498795,sino1245,Sino-Tibetan
lya,laya1253,Layakha,language,Eurasia,28.0499,89.7177,606996,9960,49738,9960,-6.82,-2.554,7.003,4286,89.7177,sino1245,Sino-Tibetan
lep,lepc1244,Lepcha,language,Eurasia,27.0869,88.5726,503089,39110,22172,22172,0.894,-2.053,10.832,1479,88.5726,sino1245,Sino-Tibetan
lhp,lhok1238,Lhokpu,language,Eurasia,26.9135,89.3099,481229,33299,12189,12189,2.443,-2.393,7.824,530,89.3099,sino1245,Sino-Tibetan
lhm,lhom1239,Lhomi,language,Eurasia,27.5948,87.7161,573820,13272,27754,13272,-6.535,-3.581,8.641,3858,87.7161,sino1245,Sino-Tibetan
njn,lian1251,Liangmai Naga,language,Eurasia,25.16,93.542,330914,56977,63118,56977,0.036,-1.372,10.44,930,93.542,sino1245,Sino-Tibetan
lif,limb1266,Limbu,language,Eurasia,27.2703,87.8859,534869,24306,1823,1823,-0.705,-1.415,12.719,1974,87.8859,sino1245,Sino-Tibetan
ylm,limi1243,Limi,language,Eurasia,24.469,100.073,772765,9774,3446,3446,-2.682,-0.828,10.275,1594,100.073,sino1245,Sino-Tibetan
lpo,lipo1242,Lipo,language,Eurasia,25.226,101.302,712786,6723,34209,6723,-2.83,-0.391,12.429,2067,101.302,sino1245,Sino-Tibetan
lsh,lish1235,Lish,language,Eurasia,27.371821,92.232987,532724,15271,7685,7685,-2.95,-1.374,7.758,2472,92.232987,sino1245,Sino-Tibetan
lis,lisu1250,Lisu,language,Eurasia,22.5488,94.0184,215837,5561,34948,5561,-0.368,1.777,13.305,283,94.0184,sino1245,Sino-Tibetan
ycl,lolo1259,Lolopo,language,Eurasia,25.50051,101.30185,731927,6618,56715,6618,-3.045,-0.675,12.848,1997,101.30185,sino1245,Sino-Tibetan
njh,loth1237,Lotha Naga,language,Eurasia,26.01396,94.04355,438031,32430,81537,32430,-0.582,0.234,12.044,463,94.04355,sino1245,Sino-Tibetan
loy,lowa1242,Lowa,language,Eurasia,29.0324,83.8959,862120,22946,22318,22318,-5.83,-2.791,8.923,4222,83.8959,sino1245,Sino-Tibetan
luk,luna1243,Lunanakha,language,Eurasia,28.1288,90.1257,616500,11071,61905,11071,-8.102,-3.537,6.551,4859,90.1257,sino1245,Sino-Tibetan
lus,lush1249,Mizo,language,Eurasia,22.6138,92.6247,72617,27461,55728,27461,1.307,0.468,13.422,133,92.6247,sino1245,Sino-Tibetan
jmn,maku1273,Makuri Naga,language,Eurasia,26.2072,95.1618,519894,78153,44843,44843,-1.861,-2.12,7.824,1781,95.1618,sino1245,Sino-Tibetan
nmm,mana1288,Manange,language,Eurasia,28.6416,84.0515,817031,13102,30649,13102,-6.695,-3.894,8.227,3930,84.0515,sino1245,Sino-Tibetan
cmn,mand1415,Mandarin Chinese,language,Eurasia,40.0209,116.228,180185,3910,3910,3910,-5.508,0.228,20.549,54,116.228,sino1245,Sino-Tibetan
mni,mani1292,Manipuri,language,Eurasia,24.4409,93.3426,252964,38917,48532,38917,0.303,0.059,14.201,269,93.3426,sino1245,Sino-Tibetan
nty,mant1265,Mantsi,language,Eurasia,23.1829,105.405,260706,6159,39992,6159,-1.824,-1.016,7.003,826,105.405,sino1245,Sino-Tibetan
kxf,manu1255,Manumanaw Karen,language,Eurasia,19.165,96.9531,207703,30962,58172,30962,-1.114,1.734,9.21,993,96.9531,sino1245,Sino-Tibetan
nbi,maon1238,Mao Naga,language,Eurasia,25.3836,94.0035,376801,65437,101900,65437,-1.337,-0.794,11.302,1445,94.0035,sino1245,Sino-Tibetan
nma,mara1379,Maram Naga,language,Eurasia,25.4378,94.2205,394438,76537,86364,76537,-1.644,-1.246,10.527,2025,94.2205,sino1245,Sino-Tibetan
mrh,mara1382,Mara Chin,language,Eurasia,22.1138,93.0387,115972,21579,84132,21579,0.633,-0.333,10.457,727,93.0387,sino1245,Sino-Tibetan
nng,mari1416,Maring Naga,language,Eurasia,24.2854,94.0723,290551,31304,58145,31304,-0.878,-0.705,10.012,1127,94.0723,sino1245,Sino-Tibetan
rmz,marm1234,Marma,language,Eurasia,22.759948,92.210748,36471,3304,30122,3304,1.419,0.502,11.918,152,92.210748,sino1245,Sino-Tibetan
mhx,maru1249,Maru,language,Eurasia,24.942535,99.8338,818865,6544,61142,6544,-3.078,-1.232,11.513,2211,99.8338,sino1245,Sino-Tibetan
mxj,miju1243,Kman,language,Eurasia,28.4732,97.0444,832110,11415,91771,11415,-1.984,-1.702,9.798,1864,97.0444,sino1245,Sino-Tibetan
ymh,mili1235,Mili,language,Eurasia,24.115,100.611,706359,7309,56854,7309,-2.389,-0.618,10.043,1883,100.611,sino1245,Sino-Tibetan
mnp,minb1244,Min Bei Chinese,language,Eurasia,27.05,118.32,142668,25791,7023,7023,-1.847,-0.482,16.148,162,118.32,sino1245,Sino-Tibetan
cdo,mind1253,Min Dong Chinese,language,Eurasia,26,119.5,15998,3491,3491,3491,-1.689,-0.362,15.993,326,119.5,sino1245,Sino-Tibetan
nan,minn1241,Min Nan Chinese,language,Eurasia,24.5,118.17,24111,4718,12535,4718,-1.24,0.549,17.062,23,118.17,sino1245,Sino-Tibetan
czo,minz1235,Min Zhong Chinese,language,Eurasia,26.0686,117.376,164638,5773,5773,5773,-1.768,-0.118,14.947,325,117.376,sino1245,Sino-Tibetan
yiq,miqi1235,Miqie,language,Eurasia,25.3,102.301,642509,7253,40042,7253,-2.908,-0.543,10.309,1878,102.301,sino1245,Sino-Tibetan
mrg,misi1242,Mising-Padam-Miri-Minyong,language,Eurasia,27.418,94.69,605299,15151,4409,4409,1.154,-0.632,13.219,100,94.69,sino1245,Sino-Tibetan
ymi,moji1238,Moji,language,Eurasia,23.086,103.464,396304,13256,50341,13256,-1.847,-0.917,7.601,1443,103.464,sino1245,Sino-Tibetan
nmh,mons1234,Monsang Naga,language,Eurasia,24.5322,94.2164,319588,36879,52189,36879,-0.885,-0.749,8.071,1230,94.2164,sino1245,Sino-Tibetan
nmo,moyo1238,Moyon,language,Eurasia,24.4793,94.3421,325319,49968,39667,39667,0.192,0.378,8.216,673,94.3421,sino1245,Sino-Tibetan
mpz,mpii1239,Mpi,language,Eurasia,18.1717,100.21,332464,7162,4625,4625,-0.308,2.443,6.802,198,100.21,sino1245,Sino-Tibetan
cmr,mroc1235,Mro Chin,language,Eurasia,19.71,93.995,33395,3751,12507,3751,3.231,-0.006,11.225,74,93.995,sino1245,Sino-Tibetan
mro,mruu1242,Mru,language,Eurasia,24.154,90.6317,176903,6429,4338,4338,0.525,0.838,10.309,15,90.6317,sino1245,Sino-Tibetan
ymd,muda1235,Muda,language,Eurasia,21.95,100.6,596708,6459,29605,6459,-1.313,0.062,7.601,1321,100.6,sino1245,Sino-Tibetan
muk,mugo1238,Mugom,language,Eurasia,30.8983,79.4664,1096159,25235,63486,25235,-6.941,-4.718,8.78,5129,79.4664,sino1245,Sino-Tibetan
mwq,munc1235,Mün Chin,language,Eurasia,20.289,94.3929,77182,2964,16247,2964,-0.331,2.262,9.616,214,94.3929,sino1245,Sino-Tibetan
mvm,muya1239,Muya,language,Eurasia,29.8226,102.205,1057846,11746,90852,11746,-3.968,-1.151,9.21,1574,102.205,sino1245,Sino-Tibetan
ymz,muzi1235,Muzi,language,Eurasia,23.086,103.464,396304,13256,50341,13256,-1.847,-0.917,9.21,1331,103.464,sino1245,Sino-Tibetan
nme,mzie1235,Mzieme Naga,language,Eurasia,25.4779,93.71,369866,79062,99947,79062,-0.74,-0.888,10.275,1052,93.71,sino1245,Sino-Tibetan
nbt,naaa1245,Na,language,Eurasia,27.791,96.163,719070,25164,2588,2588,1.148,-0.879,7.313,204,96.163,sino1245,Sino-Tibetan
nao,naab1241,Naaba,language,Eurasia,27.6926,87.3409,594510,7996,25322,7996,-0.662,-2.606,6.646,1679,87.3409,sino1245,Sino-Tibetan
ncd,nach1240,Nachering,language,Eurasia,27.4202,86.7001,589375,25217,3494,3494,-0.825,-1.274,8.175,1609,86.7001,sino1245,Sino-Tibetan
ylo,nalu1239,Naluo Yi,language,Eurasia,25.97,102.598,677465,5587,26094,5587,-3.392,-1.076,9.616,2521,102.598,sino1245,Sino-Tibetan
nmy,namu1246,Namuyi,language,Eurasia,28.5909,101.898,955128,13275,50481,13275,-3.912,-1.112,8.517,3063,101.898,sino1245,Sino-Tibetan
npa,narp1239,Nar Phu,language,Eurasia,28.76714,84.22852,820605,30208,39536,30208,-7.764,-4.858,6.397,5149,84.22852,sino1245,Sino-Tibetan
nxq,naxi1245,Naxi,language,Eurasia,27.5,100,977103,18053,27630,18053,-4.48,-2.022,12.612,3041,100,sino1245,Sino-Tibetan
new,newa1246,Kathmandu Valley Newari,language,Eurasia,27.2614,84.9577,639983,12427,19052,12427,-0.06,0.718,13.623,295,84.9577,sino1245,Sino-Tibetan
hlt,ngal1291,Nga La,language,Eurasia,23.312,92.83,124270,60221,116519,60221,0.713,-0.627,10.309,524,92.83,sino1245,Sino-Tibetan
cnw,ngaw1239,Ngawn Chin,language,Eurasia,21.93031,93.58348,158925,80088,60523,60523,-0.835,-0.687,9.616,1155,93.58348,sino1245,Sino-Tibetan
yso,nisi1238,Nisi (China),language,Eurasia,23.418,104.85,314389,8570,28292,8570,-2.149,-0.753,10.491,1322,104.85,sino1245,Sino-Tibetan
njb,noct1238,Nocte Naga,language,Eurasia,27.152,95.3903,616744,21792,12396,12396,0.552,-0.479,10.404,222,95.3903,sino1245,Sino-Tibetan
ghh,nort2709,Northern Ghale,language,Eurasia,28.2332,84.929,736525,15458,4286,4286,-4.193,-2.108,8.398,2057,84.929,sino1245,Sino-Tibetan
ymx,nort2716,Northern Muji,language,Eurasia,23.031191,103.418697,397115,7521,47727,7521,-1.293,-0.063,9.105,1044,103.418697,sino1245,Sino-Tibetan
